1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,0,4,0,4,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0
1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,1,2,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0
1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,4,4,4,3,3,3
0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,4,4,3,3,3,3,3,3,3,3
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6
0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6
0,0,0,0,4,0,0,0,0,0,0,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,5,6,6
0,0,0,0,0,4,0,0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6
0,0,4,0,0,0,0,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,5,6
0,0,4,0,0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,5,6,5,6,6,6,6
0,0,0,0,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,5,5,5,5
0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5
0,0,0,4,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5
0,0,0,4,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
0,0,0,4,3,3,3,3,3,3,6,6,6,6,6,6,6,5,6,6,5,6,6,5,5,5,5,5,5,6,6,6
0,0,0,4,3,3,3,3,3,3,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,5,6,6,6,7
